,groundtruth,return,action
2929,"(-2, 8, 48, 2, 8, 48, -8, 1, -24)",93.0,"[2, 5, 8, 7, 9]"
2930,"(-2, 4, -24, 2, 4, -24, 8, -1, -48)",10.0,"[2, 5, 8, 1, 4, 7, 9]"
2931,"(2, 4, -48, 2, 8, -24, 4, 1, -48)",7.0,"[2, 5, 8, 1, 4, 7, 9]"
2932,"(1, -8, -24, 1, 4, -48, -8, -1, -24)",-9.0,"[2, 5, 8, 1, 4, 7, 9]"
2933,"(-2, -4, -48, 1, -4, 48, -8, -2, -48)",33.0,"[2, 5, 8, 1, 7, 9]"
2934,"(2, -4, -48, 2, 4, -48, -8, 2, 24)",25.0,"[2, 5, 8, 1, 4, 9]"
2935,"(1, 8, -24, -2, -8, 48, 4, 2, -24)",53.0,"[2, 5, 8, 1, 7, 9]"
2936,"(1, 8, 48, -1, 8, 48, 4, 1, 48)",141.0,"[2, 5, 8, 9]"
2937,"(-2, -8, -24, -2, -8, 24, -8, 1, -24)",18.0,"[2, 5, 8, 1, 7, 9]"
2938,"(-2, 4, -48, -1, 8, -48, -8, -1, -24)",-2.0,"[2, 5, 8, 1, 4, 7, 9]"
2939,"(2, -8, -48, -1, 4, -48, -8, -2, -48)",-8.0,"[2, 5, 8, 1, 4, 7, 9]"
2940,"(2, -8, 24, -1, -8, -24, 4, -2, 48)",67.0,"[2, 5, 8, 4, 9]"
2941,"(-1, -8, -48, -2, 4, 48, 8, -1, 48)",91.0,"[2, 5, 8, 1, 9]"
2942,"(-2, -8, -48, -1, -8, -24, -4, -1, -24)",-13.0,"[2, 5, 8, 1, 4, 7, 9]"
2943,"(-1, -8, -24, 1, -4, 24, -4, 1, 24)",43.0,"[2, 5, 8, 1, 9]"
2944,"(-2, -8, 48, -2, -4, -48, -8, -2, 48)",90.0,"[2, 5, 8, 4, 9]"
2945,"(-1, 8, -24, -2, -8, -24, 4, 2, 24)",25.0,"[2, 5, 8, 1, 4, 9]"
2946,"(-2, 8, 48, 2, -4, -48, 8, 1, 24)",70.0,"[2, 5, 8, 4, 9]"
2947,"(-1, 8, 48, -2, -8, -24, 4, 2, 24)",66.0,"[2, 5, 8, 4, 9]"
2948,"(1, -4, -24, 1, 4, 48, -4, -2, 48)",93.0,"[2, 5, 8, 1, 9]"
2949,"(-1, -4, 48, -1, 4, 48, -4, 1, 24)",117.0,"[2, 5, 8, 9]"
2950,"(2, 4, 24, 1, 4, -48, 8, 2, -24)",25.0,"[2, 5, 8, 4, 7, 9]"
2951,"(-2, -4, -24, -2, 8, 24, -4, 1, -24)",18.0,"[2, 5, 8, 1, 7, 9]"
2952,"(-1, 4, 48, -1, -8, -24, 4, -2, -48)",46.0,"[2, 5, 8, 4, 7, 9]"
2953,"(1, -4, -48, 1, 8, -24, -4, 2, -24)",5.0,"[2, 5, 8, 1, 4, 7, 9]"
2954,"(2, 8, 48, -1, -8, 48, 8, 2, 48)",141.0,"[2, 5, 8, 9]"
2955,"(-2, -4, -48, 2, -4, -48, -4, 2, -24)",-4.0,"[2, 5, 8, 1, 4, 7, 9]"
2956,"(2, -4, -48, -1, -4, -24, 8, 1, -48)",-4.0,"[2, 5, 8, 1, 4, 7, 9]"
2957,"(-2, 4, 24, 2, -8, 24, 8, 2, -24)",46.0,"[2, 5, 8, 7, 9]"
2958,"(-1, -4, -48, -2, 8, -24, 4, -2, -24)",5.0,"[2, 5, 8, 1, 4, 7, 9]"
2959,"(1, -8, 48, -1, 8, -48, -8, -24, -2)",43.0,"[2, 5, 8, 4, 7, 9]"
2960,"(-1, -4, -48, -1, -8, -48, -4, -48, 1)",-7.0,"[2, 5, 8, 1, 4, 7, 9]"
2961,"(-2, -4, -24, 1, -8, -24, -8, 24, 2)",-4.0,"[2, 5, 8, 1, 4, 9]"
2962,"(1, -4, -48, 1, 8, 24, -8, 48, 2)",23.0,"[2, 5, 8, 1, 9]"
2963,"(-2, 8, 24, 2, 4, -48, -8, -48, 1)",24.0,"[2, 5, 8, 4, 7, 9]"
2964,"(1, -8, -24, 2, -8, -48, -8, -48, 1)",-2.0,"[2, 5, 8, 1, 4, 7, 9]"
2965,"(1, -8, 24, 2, 4, 24, -4, 24, -2)",68.0,"[2, 5, 8, 7, 9]"
2966,"(1, 8, -48, 1, 4, -24, 4, 24, 1)",30.0,"[2, 5, 8, 1, 4, 7, 9]"
2967,"(1, 8, -24, 1, -4, -48, 8, 48, 1)",51.0,"[2, 5, 8, 1, 4, 7, 9]"
2968,"(1, -8, -24, -1, 8, 24, -4, 48, -1)",68.0,"[2, 5, 8, 1, 7, 9]"
2969,"(-1, -8, -48, -2, -4, -24, 8, 24, -1)",15.0,"[2, 5, 8, 1, 4, 7, 9]"
2970,"(1, -4, 24, -2, 8, -24, 4, 48, 2)",30.0,"[2, 5, 8, 4, 9]"
2971,"(-2, 8, -24, 2, -4, 24, 4, 24, -1)",51.0,"[2, 5, 8, 1, 7, 9]"
2972,"(1, -8, -24, 2, -4, -48, -8, -24, -2)",-11.0,"[2, 5, 8, 1, 4, 7, 9]"
2973,"(-2, 4, -24, -2, 4, 48, 8, 48, 2)",50.0,"[2, 5, 8, 1, 9]"
2974,"(1, -8, 24, 1, 8, 48, 8, -48, 2)",71.0,"[2, 5, 8, 9]"
2975,"(2, 4, 48, 1, 4, -24, 8, 48, -1)",95.0,"[2, 5, 8, 4, 7, 9]"
2976,"(-2, 8, -24, 1, 8, 24, 4, -24, 2)",30.0,"[2, 5, 8, 1, 9]"
2977,"(-2, 8, 48, -1, -8, -24, -4, 24, -2)",66.0,"[2, 5, 8, 4, 7, 9]"
2978,"(-1, -8, -48, 2, 8, -48, -4, -24, -2)",-3.0,"[2, 5, 8, 1, 4, 7, 9]"
2979,"(2, -8, 24, -1, -8, -48, -8, 48, -2)",66.0,"[2, 5, 8, 4, 7, 9]"
2980,"(1, 8, 24, -2, 8, -48, 4, -24, -2)",31.0,"[2, 5, 8, 4, 7, 9]"
2981,"(-2, 8, -24, -2, -8, 48, -4, -24, -1)",47.0,"[2, 5, 8, 1, 7, 9]"
2982,"(2, 4, 24, -2, -8, 24, 4, 48, -2)",92.0,"[2, 5, 8, 7, 9]"
2983,"(1, 8, 24, 1, 4, 48, -8, -48, -2)",60.0,"[2, 5, 8, 7, 9]"
2984,"(1, 4, -24, -1, -4, 24, -8, -24, 2)",26.0,"[2, 5, 8, 1, 9]"
2985,"(-1, 8, 48, -2, -4, -24, 4, -48, -2)",45.0,"[2, 5, 8, 4, 7, 9]"
2986,"(-2, 4, 48, -2, 8, -24, 8, 24, 1)",75.0,"[2, 5, 8, 4, 7, 9]"
2987,"(1, -8, -24, 1, -8, -24, -4, -48, -1)",-8.0,"[2, 5, 8, 1, 4, 7, 9]"
2988,"(-2, -4, 24, 2, -8, -48, 8, 24, -1)",45.0,"[2, 5, 8, 4, 7, 9]"
2989,"(-1, -4, -48, 1, 8, 48, 8, -24, -1)",50.0,"[2, 5, 8, 1, 7, 9]"
2990,"(-2, -4, -24, -1, 8, 48, -8, 24, 2)",44.0,"[2, 5, 8, 1, 9]"
2991,"(-1, 4, -24, 1, 4, -24, 8, 24, 1)",26.0,"[2, 5, 8, 1, 4, 7, 9]"
2992,"(-1, 4, 24, 1, -8, -48, -8, 48, 1)",68.0,"[2, 5, 8, 4, 7, 9]"
2993,"(2, -4, 24, -1, -8, 48, 8, -48, -2)",76.0,"[2, 5, 8, 7, 9]"
2994,"(-2, 4, 24, -1, -8, 24, 8, -48, -2)",52.0,"[2, 5, 8, 7, 9]"
2995,"(2, -4, 24, 1, 4, -24, 8, -24, 2)",26.0,"[2, 5, 8, 4, 9]"
2996,"(1, 4, -48, 2, 4, -24, 4, 24, 1)",26.0,"[2, 5, 8, 1, 4, 7, 9]"
2997,"(2, 8, 24, 1, 8, -48, 4, -24, 2)",30.0,"[2, 5, 8, 4, 9]"
2998,"(-1, 8, 48, 2, -8, 48, 8, 48, -2)",140.0,"[2, 5, 8, 7, 9]"
2999,"(2, -4, 48, 1, 8, -24, 8, 24, -2)",75.0,"[2, 5, 8, 4, 7, 9]"
3000,"(-2, 4, -24, 2, 8, -24, -4, 24, 1)",30.0,"[2, 5, 8, 1, 4, 7, 9]"
3001,"(-1, -8, 48, -2, 8, -24, -8, 24, -2)",75.0,"[2, 5, 8, 4, 7, 9]"
3002,"(1, 8, -48, 2, -8, 48, -8, -24, -2)",43.0,"[2, 5, 8, 1, 7, 9]"
3003,"(-2, -4, 24, 1, -8, -24, -4, 24, 2)",23.0,"[2, 5, 8, 4, 9]"
3004,"(2, 4, -24, 2, 8, -24, -8, 24, -1)",30.0,"[2, 5, 8, 1, 4, 7, 9]"
3005,"(-2, -8, -48, 2, 8, 24, 8, -48, -1)",25.0,"[2, 5, 8, 1, 7, 9]"
3006,"(2, 8, 48, -1, 8, 48, -4, 48, -1)",140.0,"[2, 5, 8, 7, 9]"
3007,"(1, 4, -24, 2, 4, 48, -8, 24, -2)",71.0,"[2, 5, 8, 1, 7, 9]"
3008,"(2, 8, -24, -1, 4, -48, -4, -48, -1)",2.0,"[2, 5, 8, 1, 4, 7, 9]"
3009,"(2, -8, -48, -1, 4, -24, 8, 48, -2)",48.0,"[2, 5, 8, 1, 4, 7, 9]"
3010,"(1, -8, -48, -1, -4, 48, -8, -48, -1)",36.0,"[2, 5, 8, 1, 7, 9]"
3011,"(1, -4, 24, -2, 8, 24, 8, 48, 1)",92.0,"[2, 5, 8, 7, 9]"
3012,"(1, -8, 24, -1, 8, -48, -4, 48, 2)",30.0,"[2, 5, 8, 4, 9]"
3013,"(2, -8, 24, -2, 4, 48, 8, -48, -2)",76.0,"[2, 5, 8, 7, 9]"
3014,"(-1, -8, 48, 2, -8, -48, -8, -48, 1)",46.0,"[2, 5, 8, 4, 7, 9]"
3015,"(-1, -8, -48, 1, 8, -48, 4, 24, 1)",25.0,"[2, 5, 8, 1, 4, 7, 9]"
3016,"(-1, 8, -48, 2, 8, 48, -8, 48, -1)",99.0,"[2, 5, 8, 1, 7, 9]"
3017,"(-2, -4, 48, 1, 8, 24, 4, 48, 2)",71.0,"[2, 5, 8, 9]"
3018,"(-1, 8, -24, -2, -8, 48, 4, 48, -2)",99.0,"[2, 5, 8, 1, 7, 9]"
3019,"(1, -8, 24, 1, -8, 48, 4, 24, -1)",92.0,"[2, 5, 8, 7, 9]"
3020,"(-1, -8, -24, -1, 8, -48, -8, -48, 2)",4.0,"[2, 5, 8, 1, 4, 9]"
3021,"(1, -4, 24, 2, -8, 24, -8, 48, 2)",47.0,"[2, 5, 8, 9]"
3022,"(-1, -8, -24, -2, -8, -48, 8, -24, 1)",-8.0,"[2, 5, 8, 1, 4, 7, 9]"
3023,"(-1, 8, 48, 2, -4, 24, -4, 24, -2)",92.0,"[2, 5, 8, 7, 9]"
3024,"(-2, 4, 48, 2, -8, -48, -8, -48, -2)",37.0,"[2, 5, 8, 4, 7, 9]"
3025,"(-1, 4, -24, -1, 4, 48, 8, 48, -1)",95.0,"[2, 5, 8, 1, 7, 9]"
3026,"(-2, 8, -48, -1, -4, -24, -8, -24, 2)",4.0,"[2, 5, 8, 1, 4, 9]"
3027,"(2, 8, 24, -2, -4, 24, 4, -24, 2)",47.0,"[2, 5, 8, 9]"
3028,"(-1, 4, -48, -2, 4, -48, -4, 24, -2)",26.0,"[2, 5, 8, 1, 4, 7, 9]"
3029,"(-2, -8, -48, 1, 4, 48, 8, -24, 2)",44.0,"[2, 5, 8, 1, 9]"
3030,"(-1, 8, 24, 2, -4, -48, 8, 48, -1)",69.0,"[2, 5, 8, 4, 7, 9]"
3031,"(1, 8, 24, -2, -4, -48, 8, -24, 1)",18.0,"[2, 5, 8, 4, 7, 9]"
3032,"(-1, -4, 24, -1, 4, 24, -8, 48, 2)",47.0,"[2, 5, 8, 9]"
3033,"(1, -4, -24, 1, -8, 24, 8, -48, 1)",21.0,"[2, 5, 8, 1, 7, 9]"
3034,"(1, 8, -24, 1, -4, -24, -4, -24, 1)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
3035,"(2, 8, -48, -1, -8, 24, -8, 24, 1)",51.0,"[2, 5, 8, 1, 7, 9]"
3036,"(1, 4, 24, 1, -8, -48, -4, 48, 2)",23.0,"[2, 5, 8, 4, 9]"
3037,"(-2, 4, 48, -2, -8, 24, -4, -48, -1)",64.0,"[2, 5, 8, 7, 9]"
3038,"(-1, 4, -24, -2, -4, -24, 4, 48, 1)",44.0,"[2, 5, 8, 1, 4, 7, 9]"
3039,"(-1, 4, 48, -1, -8, -48, 4, -48, 1)",43.0,"[2, 5, 8, 4, 7, 9]"
3040,"(-1, -8, 48, -2, 4, 48, 4, 24, 2)",95.0,"[2, 5, 8, 9]"
3041,"(-1, 4, 24, -2, -4, 24, 8, -24, 2)",47.0,"[2, 5, 8, 9]"
3042,"(-2, 8, -24, 1, 4, 48, -8, 24, -1)",75.0,"[2, 5, 8, 1, 7, 9]"
3043,"(-2, 4, 24, -1, 4, 48, 8, -24, -1)",76.0,"[2, 5, 8, 7, 9]"
3044,"(-1, 4, -48, 1, 4, 24, 4, -48, 2)",26.0,"[2, 5, 8, 1, 9]"
3045,"(1, 8, 48, -1, 4, 24, 4, -48, 1)",69.0,"[2, 5, 8, 7, 9]"
3046,"(-2, 4, 48, -2, -8, 48, -4, 24, -2)",116.0,"[2, 5, 8, 7, 9]"
3047,"(-1, 4, 48, -1, 4, -48, 4, 48, 1)",95.0,"[2, 5, 8, 4, 7, 9]"
3048,"(1, -4, -24, 2, -8, -24, 8, 24, -2)",21.0,"[2, 5, 8, 1, 4, 7, 9]"
3049,"(-2, -8, -24, 1, -4, -48, 8, 24, -1)",17.0,"[2, 5, 8, 1, 4, 7, 9]"
3050,"(-1, -4, -48, -2, -8, 24, -4, -48, 2)",21.0,"[2, 5, 8, 1, 9]"
3051,"(-2, 4, -48, -2, 8, 24, -8, 48, 2)",26.0,"[2, 5, 8, 1, 9]"
3052,"(-1, 8, -48, 2, -4, -24, 4, 24, -1)",28.0,"[2, 5, 8, 1, 4, 7, 9]"
3053,"(2, 8, 24, -1, -4, -48, 8, -24, 1)",19.0,"[2, 5, 8, 4, 7, 9]"
3054,"(-1, -4, -24, 1, -8, -24, -4, -48, -1)",-10.0,"[2, 5, 8, 1, 4, 7, 9]"
3055,"(-1, 4, 48, -1, -8, -24, -4, -48, -2)",38.0,"[2, 5, 8, 4, 7, 9]"
3056,"(2, 8, -48, 1, 4, -48, -4, 48, 2)",9.0,"[2, 5, 8, 1, 4, 9]"
3057,"(-1, -4, 24, 1, 4, -24, -4, 48, 2)",26.0,"[2, 5, 8, 4, 9]"
3058,"(-1, 4, -24, -1, 8, 48, 8, -48, 1)",48.0,"[2, 5, 8, 1, 7, 9]"
3059,"(-2, -4, -24, 2, -8, 24, -4, -24, -1)",13.0,"[2, 5, 8, 1, 7, 9]"
3060,"(2, 8, -24, -2, 4, 24, -4, 24, -2)",51.0,"[2, 5, 8, 1, 7, 9]"
3061,"(-1, 8, 24, -1, 4, 48, -4, -24, 2)",71.0,"[2, 5, 8, 9]"
3062,"(-2, 4, -48, -1, 8, -24, -4, -24, 2)",9.0,"[2, 5, 8, 1, 4, 9]"
3063,"(1, -4, 24, -1, 8, 24, 4, -24, 2)",47.0,"[2, 5, 8, 9]"
3064,"(1, -4, -24, -1, -8, -24, 8, -48, -2)",2.0,"[2, 5, 8, 1, 4, 7, 9]"
3065,"(-1, 4, 48, 2, 8, -24, 4, -48, 2)",54.0,"[2, 5, 8, 4, 9]"
3066,"(-1, 8, 48, -1, 8, 48, -8, 24, -1)",116.0,"[2, 5, 8, 7, 9]"
3067,"(2, 4, 24, 2, 4, 24, 4, -24, 2)",47.0,"[2, 5, 8, 9]"
3068,"(1, -4, 24, -1, 8, 48, 8, 48, -2)",116.0,"[2, 5, 8, 7, 9]"
3069,"(-2, 4, 48, 2, -4, -24, -8, -48, 1)",46.0,"[2, 5, 8, 4, 7, 9]"
3070,"(-2, 8, -24, -1, -8, -48, -8, 24, -1)",25.0,"[2, 5, 8, 1, 4, 7, 9]"
3071,"(-2, -8, -24, 2, -4, -48, -8, 24, 2)",-3.0,"[2, 5, 8, 1, 4, 9]"
3072,"(2, 8, 24, -1, -8, -24, -8, -24, -2)",10.0,"[2, 5, 8, 4, 7, 9]"
3073,"(-2, -8, 48, -2, 8, -48, -4, -48, 1)",52.0,"[2, 5, 8, 4, 7, 9]"
3074,"(-1, 4, -48, 1, -4, 24, 4, -24, 1)",24.0,"[2, 5, 8, 1, 7, 9]"
3075,"(2, -8, 24, 1, -8, -24, -8, -48, -2)",12.0,"[2, 5, 8, 4, 7, 9]"
3076,"(-2, 8, 24, -1, -8, -24, -4, 48, -2)",66.0,"[2, 5, 8, 4, 7, 9]"
3077,"(2, -8, 24, 2, -8, -48, 8, -24, -1)",29.0,"[2, 5, 8, 4, 7, 9]"
3078,"(-2, -4, -48, 1, -8, 48, -8, 48, -2)",89.0,"[2, 5, 8, 1, 7, 9]"
3079,"(1, -4, -24, 2, -8, -24, -4, -48, 2)",0.0,"[2, 5, 8, 1, 4, 9]"
3080,"(-1, 4, 24, -2, -8, -24, -4, 24, 2)",20.0,"[2, 5, 8, 4, 9]"
3081,"(1, -8, -24, -2, 4, -48, -4, -48, -1)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
3082,"(-1, 8, -24, -2, 4, -48, 4, 24, -1)",30.0,"[2, 5, 8, 1, 4, 7, 9]"
3083,"(-1, 8, 48, -1, 4, 48, 8, -48, 2)",95.0,"[2, 5, 8, 9]"
3084,"(2, 8, -24, 2, -8, -24, 8, -24, -1)",12.0,"[2, 5, 8, 1, 4, 7, 9]"
3085,"(2, -4, 48, -2, 4, -48, 8, -48, -2)",55.0,"[2, 5, 8, 4, 7, 9]"
3086,"(-2, 4, -48, -2, -4, 24, 8, 24, -2)",47.0,"[2, 5, 8, 1, 7, 9]"
3087,"(1, 8, 48, 2, -8, -48, -4, -24, -2)",41.0,"[2, 5, 8, 4, 7, 9]"
3088,"(2, -8, -24, -1, -4, 24, -8, 24, -1)",45.0,"[2, 5, 8, 1, 7, 9]"
3089,"(-1, -4, 24, 2, -4, 48, -8, 48, 2)",71.0,"[2, 5, 8, 9]"
3090,"(-1, -8, 48, 2, -4, 48, -8, -24, -2)",84.0,"[2, 5, 8, 7, 9]"
3091,"(2, -8, -48, -1, 4, -48, 8, 48, -2)",48.0,"[2, 5, 8, 1, 4, 7, 9]"
3092,"(-1, -8, -24, -2, -8, -48, -8, -24, -2)",-17.0,"[2, 5, 8, 1, 4, 7, 9]"
3093,"(-2, -4, -24, -1, -8, -48, 4, 24, -2)",15.0,"[2, 5, 8, 1, 4, 7, 9]"
3094,"(-2, -8, 24, 1, -4, -24, 4, -24, 1)",21.0,"[2, 5, 8, 4, 7, 9]"
3095,"(-2, -8, 48, 1, 8, -24, -4, -48, -2)",47.0,"[2, 5, 8, 4, 7, 9]"
3096,"(2, -8, -24, -2, 8, -24, -8, -48, 2)",7.0,"[2, 5, 8, 1, 4, 9]"
3097,"(-2, -8, 48, 2, 8, -48, -4, 24, -1)",75.0,"[2, 5, 8, 4, 7, 9]"
3098,"(-2, 4, 24, 2, -4, 24, 4, 48, -1)",92.0,"[2, 5, 8, 7, 9]"
3099,"(-1, 4, -24, -1, -8, 24, 4, 24, -2)",47.0,"[2, 5, 8, 1, 7, 9]"
3100,"(-2, -8, 24, -2, -4, 48, 4, 24, -2)",92.0,"[2, 5, 8, 7, 9]"
3101,"(2, -4, 24, 2, 4, -48, -4, 48, -1)",71.0,"[2, 5, 8, 4, 7, 9]"
3102,"(-2, -8, 24, -1, 8, 48, 4, 48, 1)",116.0,"[2, 5, 8, 7, 9]"
3103,"(-1, 8, -24, 2, -4, 48, -4, -48, -2)",47.0,"[2, 5, 8, 1, 7, 9]"
3104,"(2, 8, 48, -2, -4, 24, -4, 48, 1)",116.0,"[2, 5, 8, 7, 9]"
3105,"(-2, 8, 48, -2, -4, 24, -8, -24, 1)",69.0,"[2, 5, 8, 7, 9]"
3106,"(-1, -8, -24, 1, 8, 48, 8, 48, -1)",90.0,"[2, 5, 8, 1, 7, 9]"
3107,"(-2, 4, -48, -2, -8, -24, -4, 24, 1)",20.0,"[2, 5, 8, 1, 4, 7, 9]"
3108,"(-2, 4, -48, -2, -8, -24, 4, 24, -1)",20.0,"[2, 5, 8, 1, 4, 7, 9]"
3109,"(1, 8, -24, 1, 8, -24, -8, 24, -1)",34.0,"[2, 5, 8, 1, 4, 7, 9]"
3110,"(1, -4, 24, -1, 4, 48, -4, -24, 2)",71.0,"[2, 5, 8, 9]"
3111,"(2, 8, 48, -1, -4, -24, 4, 48, -2)",90.0,"[2, 5, 8, 4, 7, 9]"
3112,"(1, 4, 24, -1, 4, -48, -8, -24, -1)",15.0,"[2, 5, 8, 4, 7, 9]"
3113,"(-2, -4, -24, 2, -4, 24, 4, 24, -1)",41.0,"[2, 5, 8, 1, 7, 9]"
3114,"(1, -4, -48, 2, 4, 48, 4, -24, 1)",45.0,"[2, 5, 8, 1, 7, 9]"
3115,"(1, -4, 24, 2, -8, 48, -8, 24, -2)",92.0,"[2, 5, 8, 7, 9]"
3116,"(-2, 4, 48, -2, 4, 24, -8, -48, -2)",60.0,"[2, 5, 8, 7, 9]"
3117,"(1, 4, 48, 2, 4, 24, 4, -24, 2)",71.0,"[2, 5, 8, 9]"
3118,"(-2, 8, -24, -2, -4, 24, -8, 48, -1)",75.0,"[2, 5, 8, 1, 7, 9]"
3119,"(-2, -4, -48, 1, 4, 24, -8, -48, -1)",9.0,"[2, 5, 8, 1, 7, 9]"
3120,"(-1, -8, 48, 2, -8, -48, -4, -24, -2)",41.0,"[2, 5, 8, 4, 7, 9]"
3121,"(1, 8, 24, 1, -8, 24, 4, 24, -1)",68.0,"[2, 5, 8, 7, 9]"
3122,"(-1, 8, -24, -2, -4, -48, 8, 24, -1)",24.0,"[2, 5, 8, 1, 4, 7, 9]"
3123,"(-2, 8, -24, 1, -8, 48, -8, -24, -2)",43.0,"[2, 5, 8, 1, 7, 9]"
3124,"(-1, 4, 24, 1, 4, -24, -8, 24, -2)",47.0,"[2, 5, 8, 4, 7, 9]"
3125,"(-1, 8, -48, -1, -4, -48, -4, -48, 1)",2.0,"[2, 5, 8, 1, 4, 7, 9]"
3126,"(-1, 8, -48, 2, -8, -48, -8, -48, -2)",-4.0,"[2, 5, 8, 1, 4, 7, 9]"
3127,"(-1, -8, 24, -2, -4, -24, -4, 48, 2)",20.0,"[2, 5, 8, 4, 9]"
3128,"(1, -8, -48, -2, -8, 48, 4, -24, 1)",45.0,"[2, 5, 8, 1, 7, 9]"
3129,"(2, 8, 48, 1, -4, 24, -8, -24, -1)",60.0,"[2, 5, 8, 7, 9]"
3130,"(1, -4, -24, 1, 8, 48, 8, 48, 1)",92.0,"[2, 5, 8, 1, 7, 9]"
3131,"(2, 8, -24, 2, 8, 24, -4, 48, 2)",30.0,"[2, 5, 8, 1, 9]"
3132,"(-1, 4, 48, -2, 4, -48, 4, 24, -1)",71.0,"[2, 5, 8, 4, 7, 9]"
3133,"(1, 8, -48, -2, -8, -48, 8, -24, 1)",1.0,"[2, 5, 8, 1, 4, 7, 9]"
3134,"(1, -8, 24, 2, 8, 48, 8, -48, 1)",69.0,"[2, 5, 8, 7, 9]"
3135,"(1, -4, 48, -2, 4, 48, 8, 48, -1)",140.0,"[2, 5, 8, 7, 9]"
3136,"(-1, -4, 48, -1, 4, 24, 4, -48, -2)",72.0,"[2, 5, 8, 7, 9]"
3137,"(2, 8, -48, 1, 8, 24, 4, -48, 1)",28.0,"[2, 5, 8, 1, 7, 9]"
3138,"(-1, 4, -24, 1, 8, -24, 4, -48, -2)",10.0,"[2, 5, 8, 1, 4, 7, 9]"
3139,"(-1, 8, -24, 2, -8, 24, 8, -24, -1)",35.0,"[2, 5, 8, 1, 7, 9]"
3140,"(-1, -4, 24, 2, -4, 48, -4, -24, 2)",71.0,"[2, 5, 8, 9]"
3141,"(1, -8, -24, -2, 4, 48, -4, 24, -2)",68.0,"[2, 5, 8, 1, 7, 9]"
3142,"(-1, -4, 24, 1, 8, 24, 8, 24, -2)",68.0,"[2, 5, 8, 7, 9]"
3143,"(-1, -8, -24, 2, 4, -48, -4, -48, 2)",0.0,"[2, 5, 8, 1, 4, 9]"
3144,"(-2, -8, 48, -2, 4, -48, 8, 24, -1)",71.0,"[2, 5, 8, 4, 7, 9]"
3145,"(1, -4, 48, -2, 4, 24, -4, -24, 1)",69.0,"[2, 5, 8, 7, 9]"
3146,"(2, -8, -48, 2, -4, -24, -8, -24, 2)",1.0,"[2, 5, 8, 1, 4, 9]"
3147,"(-2, 4, 48, 2, -4, -48, 8, 24, -1)",69.0,"[2, 5, 8, 4, 7, 9]"
3148,"(2, 4, 48, -2, 8, 48, -4, -24, -1)",88.0,"[2, 5, 8, 7, 9]"
3149,"(-1, 4, 48, 1, 8, -24, 4, -48, 1)",52.0,"[2, 5, 8, 4, 7, 9]"
3150,"(1, 4, 48, -2, 8, -24, -4, -48, 2)",54.0,"[2, 5, 8, 4, 9]"
3151,"(2, -4, 48, -2, 4, 24, -8, 24, -2)",92.0,"[2, 5, 8, 7, 9]"
3152,"(2, -4, -48, 2, 8, 48, 4, -48, -2)",49.0,"[2, 5, 8, 1, 7, 9]"
3153,"(2, -8, -48, -2, 8, 24, -8, -24, -1)",13.0,"[2, 5, 8, 1, 7, 9]"
3154,"(2, -8, -24, 1, 4, 24, 4, -24, -2)",25.0,"[2, 5, 8, 1, 7, 9]"
3155,"(1, 4, 24, 1, 8, 48, 8, 24, 2)",71.0,"[2, 5, 8, 9]"
3156,"(2, -8, -24, -1, -4, -48, 4, 48, 2)",-2.0,"[2, 5, 8, 1, 4, 9]"
3157,"(1, 4, 24, 2, -8, 48, -4, -24, -1)",64.0,"[2, 5, 8, 7, 9]"
3158,"(1, -8, -48, -2, 4, 48, 8, 24, -2)",68.0,"[2, 5, 8, 1, 7, 9]"
3159,"(1, 8, 24, 2, -8, -24, -8, -24, -1)",13.0,"[2, 5, 8, 4, 7, 9]"
3160,"(1, 4, -24, 2, -4, 48, -4, 24, -2)",71.0,"[2, 5, 8, 1, 7, 9]"
3161,"(1, 8, -24, -1, -4, 24, -8, -48, -2)",19.0,"[2, 5, 8, 1, 7, 9]"
3162,"(1, 8, -24, -1, -4, -24, -8, -48, 1)",2.0,"[2, 5, 8, 1, 4, 7, 9]"
3163,"(1, 8, 24, -2, -4, -48, -8, -48, 1)",18.0,"[2, 5, 8, 4, 7, 9]"
3164,"(-1, -4, -24, 2, 8, -48, 8, -24, 2)",4.0,"[2, 5, 8, 1, 4, 9]"
3165,"(2, 8, -24, 1, 4, -24, -4, 48, -2)",54.0,"[2, 5, 8, 1, 4, 7, 9]"
3166,"(2, 4, -24, -1, -8, 48, 8, 48, -1)",95.0,"[2, 5, 8, 1, 7, 9]"
3167,"(-2, 8, 24, 2, -8, 24, 4, -24, -2)",48.0,"[2, 5, 8, 7, 9]"
3168,"(-1, 8, -24, 2, -8, 48, -4, 48, 1)",99.0,"[2, 5, 8, 1, 7, 9]"
3169,"(-1, 4, 24, 2, 8, -48, 4, -48, -2)",31.0,"[2, 5, 8, 4, 7, 9]"
3170,"(2, 8, -48, 2, 4, 24, 8, -24, 1)",28.0,"[2, 5, 8, 1, 7, 9]"
3171,"(-2, 8, -48, 2, -8, 48, -4, 24, 2)",54.0,"[2, 5, 8, 1, 9]"
3172,"(-1, 8, 48, 2, 8, -24, -4, 48, -2)",99.0,"[2, 5, 8, 4, 7, 9]"
3173,"(-1, -4, 48, 1, 4, -48, 8, -48, -1)",55.0,"[2, 5, 8, 4, 7, 9]"
